donor_id,tanggal_terakhir_donasi,tanggal_pertama_donasi,frekuensi,total_nominal,recency_hari,skor_R,skor_F,skor_M,skor_gabungan_ahp,segmentasi
G17132,2021-11-19 16:25:00,2021-11-19 16:25:00,1,50000,1138,2,1,2,1.65,Hilang
G17133,2021-11-19 16:49:00,2021-11-19 16:49:00,1,50000,1138,2,1,2,1.65,Hilang
G17135,2021-11-19 17:26:00,2021-11-19 17:26:00,1,300000,1138,2,1,5,2.4,Tidur
G17136,2021-11-19 17:50:00,2021-11-19 17:31:00,2,40000,1138,2,4,2,2.7,Kategori Lain
G17137,2021-11-19 17:56:00,2021-11-19 17:56:00,1,100651,1138,2,1,4,2.15,Tidur
G17138,2021-11-19 18:13:00,2021-11-19 18:13:00,1,50000,1138,2,1,2,1.65,Hilang
G17139,2022-07-26 07:30:00,2021-11-19 18:45:00,2,300000,889,3,4,5,3.85,Tidur
G17140,2022-06-22 02:29:00,2021-11-20 04:22:00,2,40000,923,3,4,2,3.1,Kategori Lain
G17141,2021-11-20 09:54:00,2021-11-20 09:54:00,1,25000,1137,2,1,2,1.65,Hilang
G17143,2021-11-20 11:58:00,2021-11-20 11:58:00,1,300000,1137,2,1,5,2.4,Tidur
G17145,2021-11-20 12:47:00,2021-11-20 12:47:00,1,100000,1137,2,1,3,1.9,Tidur
G17149,2021-11-20 21:19:00,2021-11-20 21:19:00,1,20000,1137,2,1,1,1.4,Hilang
G17150,2022-09-23 20:15:00,2021-11-21 05:07:00,5,303000,830,3,5,5,4.2,Tidur
G17152,2024-10-03 13:11:00,2023-12-22 11:02:00,4,210000,89,5,5,4,4.75,Kategori Lain
G17154,2021-11-21 13:40:00,2021-11-21 13:40:00,1,20000,1136,2,1,1,1.4,Hilang
G17155,2021-11-21 17:37:00,2021-11-21 17:37:00,1,100000,1136,2,1,3,1.9,Tidur
G17156,2021-11-21 22:08:00,2021-11-21 22:08:00,1,20000,1136,2,1,1,1.4,Hilang
G17157,2022-01-05 05:44:00,2021-11-26 08:37:00,5,102228,1091,2,5,4,3.55,Tidur
G17160,2022-07-22 11:36:00,2021-11-22 14:58:00,2,150000,893,3,4,4,3.6,Tidur
G17161,2021-11-22 19:40:00,2021-11-22 19:40:00,1,100000,1135,2,1,3,1.9,Tidur
G17163,2023-02-13 22:58:00,2021-11-22 20:44:00,3,140000,687,3,5,4,3.95,Tidur
G17165,2022-09-23 04:55:00,2021-11-23 03:53:00,15,945000,830,3,5,5,4.2,Tidur
G17166,2022-07-17 16:13:00,2021-11-23 05:26:00,4,600000,898,3,5,5,4.2,Tidur
G17167,2021-11-23 07:35:00,2021-11-23 07:35:00,1,100000,1134,2,1,3,1.9,Tidur
G17169,2021-11-23 10:27:00,2021-11-23 10:27:00,1,20000,1134,2,1,1,1.4,Hilang
G17170,2023-03-22 10:12:00,2021-11-23 11:27:00,2,85000,650,4,4,3,3.75,Kategori Lain
G17171,2021-11-23 16:12:00,2021-11-23 16:12:00,1,20090,1134,2,1,2,1.65,Hilang
G17173,2022-01-03 20:05:00,2022-01-03 20:05:00,1,20000,1093,2,1,1,1.4,Hilang
G17174,2021-11-23 21:55:00,2021-11-23 21:55:00,1,250000,1134,2,1,4,2.15,Tidur
G17175,2021-11-23 22:07:00,2021-11-23 22:07:00,1,50000,1134,2,1,2,1.65,Hilang
G17176,2022-04-09 22:03:00,2021-11-23 22:24:00,2,150000,997,3,4,4,3.6,Tidur
G17177,2023-02-28 14:38:00,2021-11-24 04:29:00,2,30938,672,4,4,2,3.5,Kategori Lain
G17178,2021-11-24 04:48:00,2021-11-24 04:48:00,1,100000,1133,2,1,3,1.9,Tidur
G17179,2021-11-28 05:06:00,2021-11-24 05:06:00,2,200026,1129,2,4,4,3.2,Tidur
G17180,2021-11-24 05:23:00,2021-11-24 05:23:00,1,20000,1133,2,1,1,1.4,Hilang
G17181,2022-02-25 14:44:00,2021-12-30 17:07:00,4,300000,1040,3,5,5,4.2,Tidur
G17182,2021-11-24 12:27:00,2021-11-24 12:27:00,1,50000,1133,2,1,2,1.65,Hilang
G17183,2021-11-24 17:08:00,2021-11-24 17:08:00,1,20000,1133,2,1,1,1.4,Hilang
G17184,2021-11-24 19:33:00,2021-11-24 19:33:00,1,20000,1133,2,1,1,1.4,Hilang
G17185,2021-11-24 21:34:00,2021-11-24 21:34:00,1,50000,1133,2,1,2,1.65,Hilang
G17186,2021-11-25 04:08:00,2021-11-25 04:08:00,1,50987,1132,2,1,3,1.9,Hilang
G17187,2022-04-08 17:43:00,2021-11-25 04:38:00,5,450000,998,3,5,5,4.2,Tidur
G17188,2022-01-25 08:25:00,2021-11-25 08:32:00,3,337775,1071,2,5,5,3.8,Tidur
G17189,2024-03-27 15:42:00,2021-11-25 11:00:00,7,2115183,279,5,5,5,5.0,Tidur
G17190,2021-12-09 12:21:00,2021-11-25 11:47:00,2,70000,1118,2,4,3,2.95,Kategori Lain
G17191,2021-11-25 12:10:00,2021-11-25 12:10:00,1,125000,1132,2,1,4,2.15,Tidur
G17192,2024-12-31 06:28:00,2021-11-25 13:25:00,5,1750000,0,5,5,5,5.0,Mulai Aktif
G17195,2022-05-15 05:15:00,2021-11-25 13:45:00,21,630625,961,3,5,5,4.2,Tidur
G17197,2023-06-24 12:34:00,2021-11-25 14:54:00,9,250000,556,4,5,4,4.35,Tidur
G17201,2024-01-07 20:52:00,2021-11-25 16:39:00,7,105000,359,5,5,4,4.75,Tidur
G17202,2021-11-25 21:38:00,2021-11-25 21:38:00,1,20000,1132,2,1,1,1.4,Hilang
G17203,2021-11-25 21:40:00,2021-11-25 21:40:00,1,25000,1132,2,1,2,1.65,Hilang
G17204,2021-11-25 22:55:00,2021-11-25 22:55:00,1,100000,1132,2,1,3,1.9,Tidur
G17206,2021-11-26 15:07:00,2021-11-26 15:07:00,1,20000,1131,2,1,1,1.4,Hilang
G17207,2021-11-26 05:18:00,2021-11-26 05:18:00,1,50000,1131,2,1,2,1.65,Hilang
G17208,2021-12-24 07:24:00,2021-11-26 06:44:00,4,600000,1103,2,5,5,3.8,Tidur
G17209,2024-12-06 05:38:00,2021-11-26 07:09:00,40,2480000,25,5,5,5,5.0,Mulai Aktif
G17210,2021-11-26 13:47:00,2021-11-26 13:47:00,1,50000,1131,2,1,2,1.65,Hilang
G17211,2022-08-31 15:26:00,2021-11-26 09:27:00,2,250000,853,3,4,4,3.6,Tidur
G17212,2021-11-26 09:44:00,2021-11-26 09:44:00,1,100000,1131,2,1,3,1.9,Tidur
G17213,2021-11-26 10:14:00,2021-11-26 10:14:00,1,250000,1131,2,1,4,2.15,Tidur
G17214,2021-11-26 10:20:00,2021-11-26 10:20:00,1,100000,1131,2,1,3,1.9,Tidur
G17216,2021-11-26 10:38:00,2021-11-26 10:38:00,1,124000,1131,2,1,4,2.15,Tidur
G17217,2021-11-26 11:11:00,2021-11-26 11:11:00,1,200000,1131,2,1,4,2.15,Tidur
G17218,2021-11-26 13:19:00,2021-11-26 13:19:00,1,300000,1131,2,1,5,2.4,Tidur
G17222,2021-11-26 15:09:00,2021-11-26 15:09:00,1,50000,1131,2,1,2,1.65,Hilang
G17224,2021-11-26 15:21:00,2021-11-26 15:21:00,1,100000,1131,2,1,3,1.9,Tidur
G17225,2021-11-26 17:05:00,2021-11-26 17:05:00,1,200000,1131,2,1,4,2.15,Tidur
G17226,2022-07-23 11:08:00,2021-11-26 17:39:00,6,400000,892,3,5,5,4.2,Tidur
G17227,2021-11-26 18:43:00,2021-11-26 18:43:00,1,43750,1131,2,1,2,1.65,Hilang
G17228,2021-11-26 19:57:00,2021-11-26 19:57:00,1,20000,1131,2,1,1,1.4,Hilang
G17229,2021-11-26 20:47:00,2021-11-26 20:47:00,1,20000,1131,2,1,1,1.4,Hilang
G17230,2021-11-26 21:15:00,2021-11-26 21:15:00,1,20000,1131,2,1,1,1.4,Hilang
G17231,2021-12-13 07:37:00,2021-11-26 21:56:00,2,220000,1114,2,4,4,3.2,Tidur
G17235,2021-11-27 06:02:00,2021-11-27 06:00:00,2,200000,1130,2,4,4,3.2,Tidur
G17236,2021-11-27 07:13:00,2021-11-27 07:13:00,1,50000,1130,2,1,2,1.65,Hilang
G17238,2022-10-24 23:33:00,2021-11-27 15:00:00,2,300000,799,3,4,5,3.85,Tidur
G17239,2022-03-25 23:17:00,2021-11-27 20:01:00,3,1050000,1012,3,5,5,4.2,Tidur
G17241,2021-11-27 21:35:00,2021-11-27 21:35:00,1,25000,1130,2,1,2,1.65,Hilang
G17242,2024-11-29 14:16:00,2021-11-28 04:39:00,75,12120000,32,5,5,5,5.0,Mulai Aktif
G17243,2021-12-08 04:59:00,2021-11-28 04:45:00,3,250000,1119,2,5,4,3.55,Tidur
G17244,2021-11-28 05:11:00,2021-11-28 05:11:00,1,50000,1129,2,1,2,1.65,Hilang
G17245,2021-11-28 05:30:00,2021-11-28 05:30:00,1,20000,1129,2,1,1,1.4,Hilang
G17246,2021-11-28 05:36:00,2021-11-28 05:36:00,1,20000,1129,2,1,1,1.4,Hilang
G17247,2021-11-28 12:26:00,2021-11-28 12:26:00,1,20000,1129,2,1,1,1.4,Hilang
G17248,2023-12-05 07:51:00,2021-11-28 17:35:00,18,280000,392,5,5,5,5.0,Tidur
G17249,2021-11-28 20:06:00,2021-11-28 20:06:00,1,250000,1129,2,1,4,2.15,Tidur
G17251,2021-11-29 05:44:00,2021-11-29 05:44:00,1,20000,1128,2,1,1,1.4,Hilang
G17253,2024-12-27 14:57:00,2021-11-29 09:25:00,3,750000,4,5,5,5,5.0,Mulai Aktif
G17254,2021-12-01 21:13:00,2021-11-29 10:15:00,2,200000,1126,2,4,4,3.2,Tidur
G17255,2021-12-03 08:11:00,2021-11-29 10:58:00,2,40000,1124,2,4,2,2.7,Kategori Lain
G17257,2021-11-29 11:12:00,2021-11-29 11:12:00,1,40000,1128,2,1,2,1.65,Hilang
G17258,2021-11-29 12:00:00,2021-11-29 12:00:00,1,250000,1128,2,1,4,2.15,Tidur
G17259,2023-09-01 14:06:00,2021-11-29 12:34:00,3,300000,487,4,5,5,4.6,Tidur
G17260,2021-11-29 13:45:00,2021-11-29 13:45:00,1,50000,1128,2,1,2,1.65,Hilang
G17262,2022-03-26 22:23:00,2021-11-29 22:06:00,5,450000,1011,3,5,5,4.2,Tidur
G17263,2021-11-29 23:15:00,2021-11-29 23:15:00,1,400000,1128,2,1,5,2.4,Tidur
G17264,2021-11-30 04:00:00,2021-11-30 04:00:00,1,100000,1127,2,1,3,1.9,Tidur
G17265,2021-11-30 04:09:00,2021-11-30 04:09:00,1,20000,1127,2,1,1,1.4,Hilang
G17266,2022-12-16 22:24:00,2021-11-30 08:11:00,4,300000,746,3,5,5,4.2,Tidur
G17267,2024-12-09 08:59:00,2021-11-30 09:52:00,43,5720000,22,5,5,5,5.0,Mulai Aktif
G17268,2021-11-30 11:21:00,2021-11-30 11:21:00,1,50000,1127,2,1,2,1.65,Hilang
G17269,2021-11-30 12:51:00,2021-11-30 12:51:00,1,100000,1127,2,1,3,1.9,Tidur
G17270,2021-11-30 13:10:00,2021-11-30 13:10:00,1,150000,1127,2,1,4,2.15,Tidur
G17271,2022-03-11 06:57:00,2021-11-30 13:23:00,4,747000,1026,3,5,5,4.2,Tidur
G17272,2024-11-05 10:51:00,2021-11-30 13:24:00,20,3250000,56,5,5,5,5.0,Mulai Aktif
G17273,2021-11-30 21:10:00,2021-11-30 21:10:00,1,20000,1127,2,1,1,1.4,Hilang
G17275,2021-12-01 04:02:00,2021-12-01 04:02:00,1,100000,1126,2,1,3,1.9,Tidur
G17276,2021-12-01 04:06:00,2021-12-01 04:06:00,1,25000,1126,2,1,2,1.65,Hilang
G17277,2022-06-24 11:56:00,2021-12-01 05:02:00,7,310000,921,3,5,5,4.2,Tidur
G17278,2021-12-01 05:05:00,2021-12-01 05:05:00,1,50000,1126,2,1,2,1.65,Hilang
G17279,2021-12-01 05:58:00,2021-12-01 05:58:00,1,100000,1126,2,1,3,1.9,Tidur
G17280,2021-12-01 11:47:00,2021-12-01 11:47:00,1,100000,1126,2,1,3,1.9,Tidur
G17281,2021-12-01 12:50:00,2021-12-01 12:50:00,1,200000,1126,2,1,4,2.15,Tidur
G17283,2024-04-05 11:25:00,2021-12-01 13:56:00,13,1850000,270,5,5,5,5.0,Tidur
G17285,2024-11-01 18:47:00,2021-12-01 15:00:00,25,1140000,60,5,5,5,5.0,Mulai Aktif
G17286,2021-12-01 16:11:00,2021-12-01 16:11:00,1,20000,1126,2,1,1,1.4,Hilang
G17287,2021-12-01 17:08:00,2021-12-01 17:08:00,1,50000,1126,2,1,2,1.65,Hilang
G17290,2021-12-01 19:41:00,2021-12-01 19:41:00,1,200000,1126,2,1,4,2.15,Tidur
G17291,2021-12-12 08:06:00,2021-12-01 20:47:00,2,40000,1115,2,4,2,2.7,Kategori Lain
G17292,2024-05-06 18:50:00,2024-05-06 18:50:00,1,150000,239,5,1,4,3.35,Tidur
G17293,2024-02-14 09:19:00,2021-12-01 21:28:00,18,1800000,321,5,5,5,5.0,Tidur
G17294,2021-12-01 22:00:00,2021-12-01 22:00:00,1,20000,1126,2,1,1,1.4,Hilang
G17295,2021-12-01 22:01:00,2021-12-01 22:01:00,1,100000,1126,2,1,3,1.9,Tidur
G17296,2021-12-01 22:43:00,2021-12-01 22:43:00,1,50000,1126,2,1,2,1.65,Hilang
G17298,2022-01-20 17:55:00,2021-12-02 03:21:00,2,60000,1076,2,4,3,2.95,Kategori Lain
G17299,2022-11-04 18:32:00,2021-12-02 04:30:00,2,100000,788,3,4,3,3.35,Tidur
G17300,2023-09-07 05:27:00,2021-12-02 05:54:00,7,155000,481,4,5,4,4.35,Tidur
G17302,2022-08-13 13:51:00,2021-12-02 07:42:00,8,185000,871,3,5,4,3.95,Tidur
G17303,2022-01-14 07:37:00,2022-01-14 07:37:00,1,20000,1082,2,1,1,1.4,Hilang
G17307,2021-12-02 13:10:00,2021-12-02 13:10:00,1,20000,1125,2,1,1,1.4,Hilang
G17308,2021-12-02 14:41:00,2021-12-02 14:41:00,1,36424,1125,2,1,2,1.65,Hilang
G17310,2021-12-02 15:26:00,2021-12-02 15:26:00,1,100000,1125,2,1,3,1.9,Tidur
G17312,2024-04-02 22:50:00,2021-12-05 22:43:00,21,2800000,273,5,5,5,5.0,Tidur
G17313,2021-12-02 18:17:00,2021-12-02 18:17:00,1,100000,1125,2,1,3,1.9,Tidur
G17315,2023-01-31 10:06:00,2021-12-02 18:53:00,9,1800000,700,3,5,5,4.2,Tidur
G17316,2022-05-09 11:50:00,2021-12-02 19:19:00,2,200000,967,3,4,4,3.6,Tidur
G17317,2021-12-02 19:47:00,2021-12-02 19:47:00,1,100000,1125,2,1,3,1.9,Tidur
G17318,2024-04-10 05:22:00,2021-12-02 20:36:00,9,265000,265,5,5,5,5.0,Tidur
G17319,2021-12-02 22:01:00,2021-12-02 22:01:00,1,250000,1125,2,1,4,2.15,Tidur
G17320,2021-12-03 03:15:00,2021-12-03 03:15:00,1,20826,1124,2,1,2,1.65,Hilang
G17321,2021-12-03 04:55:00,2021-12-03 04:55:00,1,100000,1124,2,1,3,1.9,Tidur
G17322,2021-12-03 05:12:00,2021-12-03 05:12:00,1,20396,1124,2,1,2,1.65,Hilang
G17323,2023-03-19 06:37:00,2021-12-03 05:49:00,2,100000,653,4,4,3,3.75,Tidur
G17324,2024-07-12 11:12:00,2021-12-03 08:00:00,21,2050000,172,5,5,5,5.0,Tidur
G17325,2021-12-03 09:46:00,2021-12-03 09:46:00,1,20000,1124,2,1,1,1.4,Hilang
G17327,2021-12-03 10:05:00,2021-12-03 10:05:00,1,250000,1124,2,1,4,2.15,Tidur
G17329,2021-12-31 12:42:00,2021-12-03 10:14:00,3,300000,1096,2,5,5,3.8,Tidur
G17330,2024-07-05 11:30:00,2022-01-07 09:24:00,14,2300000,179,5,5,5,5.0,Tidur
G17331,2022-04-29 12:41:00,2021-12-03 10:55:00,2,500000,977,3,4,5,3.85,Tidur
G17332,2021-12-03 12:57:00,2021-12-03 12:57:00,1,100000,1124,2,1,3,1.9,Tidur
G17333,2022-07-15 06:21:00,2021-12-03 11:55:00,8,1290000,900,3,5,5,4.2,Tidur
G17334,2022-12-30 11:24:00,2021-12-03 12:13:00,11,1100000,732,3,5,5,4.2,Tidur
G17335,2022-09-30 12:47:00,2021-12-03 12:26:00,3,650000,823,3,5,5,4.2,Tidur
G17336,2021-12-03 12:36:00,2021-12-03 12:36:00,1,50000,1124,2,1,2,1.65,Hilang
G17337,2021-12-03 12:40:00,2021-12-03 12:40:00,1,50000,1124,2,1,2,1.65,Hilang
G17338,2021-12-03 13:52:00,2021-12-03 13:52:00,1,50000,1124,2,1,2,1.65,Hilang
G17339,2021-12-03 12:44:00,2021-12-03 12:44:00,1,100000,1124,2,1,3,1.9,Tidur
G17340,2024-12-31 15:20:00,2021-12-03 13:48:00,9,550000,0,5,5,5,5.0,Mulai Aktif
G17341,2021-12-03 13:53:00,2021-12-03 13:53:00,1,213000,1124,2,1,4,2.15,Tidur
G17342,2023-06-05 23:14:00,2021-12-03 14:05:00,12,1100000,575,4,5,5,4.6,Tidur
G17343,2021-12-03 14:24:00,2021-12-03 14:24:00,1,50000,1124,2,1,2,1.65,Hilang
G17345,2023-08-11 13:24:00,2021-12-03 15:05:00,136,6076000,508,4,5,5,4.6,Tidur
G17346,2021-12-03 15:06:00,2021-12-03 15:06:00,1,50000,1124,2,1,2,1.65,Hilang
G17347,2021-12-03 15:16:00,2021-12-03 15:16:00,1,25000,1124,2,1,2,1.65,Hilang
G17348,2021-12-03 15:26:00,2021-12-03 15:26:00,1,20000,1124,2,1,1,1.4,Hilang
G17349,2022-04-08 12:39:00,2021-12-03 15:33:00,2,325000,998,3,4,5,3.85,Tidur
G17350,2021-12-03 15:55:00,2021-12-03 15:55:00,1,200000,1124,2,1,4,2.15,Tidur
G17351,2023-09-27 16:18:00,2022-04-26 18:19:00,6,1850000,461,4,5,5,4.6,Tidur
G17352,2021-12-03 23:08:00,2021-12-03 23:08:00,1,100000,1124,2,1,3,1.9,Tidur
G17353,2021-12-03 23:18:00,2021-12-03 23:18:00,1,100000,1124,2,1,3,1.9,Tidur
G17355,2021-12-03 23:17:00,2021-12-03 23:17:00,1,50000,1124,2,1,2,1.65,Hilang
G17356,2021-12-04 04:54:00,2021-12-04 04:54:00,1,20000,1123,2,1,1,1.4,Hilang
G17357,2021-12-04 11:53:00,2021-12-04 11:53:00,1,300000,1123,2,1,5,2.4,Tidur
G17359,2021-12-04 08:58:00,2021-12-04 08:58:00,1,150000,1123,2,1,4,2.15,Tidur
G17360,2022-04-29 16:51:00,2021-12-04 09:36:00,3,500000,977,3,5,5,4.2,Tidur
G17361,2021-12-04 10:01:00,2021-12-04 10:01:00,1,20000,1123,2,1,1,1.4,Hilang
G17362,2021-12-04 10:05:00,2021-12-04 10:05:00,1,200000,1123,2,1,4,2.15,Tidur
G17364,2021-12-04 14:26:00,2021-12-04 14:26:00,1,20000,1123,2,1,1,1.4,Hilang
G17365,2021-12-04 14:32:00,2021-12-04 14:32:00,1,20000,1123,2,1,1,1.4,Hilang
G17366,2022-02-28 12:07:00,2021-12-04 14:51:00,3,150000,1037,3,5,4,3.95,Tidur
G17371,2021-12-04 22:41:00,2021-12-04 22:41:00,1,20000,1123,2,1,1,1.4,Hilang
G17372,2021-12-04 22:23:00,2021-12-04 22:23:00,1,20000,1123,2,1,1,1.4,Hilang
G17373,2021-12-05 04:23:00,2021-12-05 04:23:00,1,20000,1122,2,1,1,1.4,Hilang
G17374,2021-12-05 05:08:00,2021-12-05 05:08:00,1,100000,1122,2,1,3,1.9,Tidur
G17375,2023-02-17 12:40:00,2021-12-05 07:20:00,13,2240000,683,3,5,5,4.2,Tidur
G17376,2021-12-06 09:48:00,2021-12-05 08:42:00,2,100000,1121,2,4,3,2.95,Tidur
G17378,2021-12-05 10:06:00,2021-12-05 10:06:00,1,20000,1122,2,1,1,1.4,Hilang
G17379,2024-05-16 06:05:00,2022-04-06 06:01:00,5,1000000,229,5,5,5,5.0,Tidur
G17380,2021-12-05 12:33:00,2021-12-05 12:33:00,1,100000,1122,2,1,3,1.9,Tidur
G17381,2021-12-05 12:53:00,2021-12-05 12:53:00,1,150000,1122,2,1,4,2.15,Tidur
G17382,2021-12-05 14:02:00,2021-12-05 14:02:00,1,20000,1122,2,1,1,1.4,Hilang
G17384,2021-12-05 17:32:00,2021-12-05 17:32:00,1,100000,1122,2,1,3,1.9,Tidur
G17385,2021-12-05 17:36:00,2021-12-05 17:36:00,1,100000,1122,2,1,3,1.9,Tidur
G17386,2021-12-05 19:04:00,2021-12-05 19:04:00,1,20000,1122,2,1,1,1.4,Hilang
G17387,2021-12-05 19:25:00,2021-12-05 19:25:00,1,20000,1122,2,1,1,1.4,Hilang
G17389,2021-12-05 20:43:00,2021-12-05 20:43:00,1,20000,1122,2,1,1,1.4,Hilang
G17390,2021-12-05 20:56:00,2021-12-05 20:56:00,1,20000,1122,2,1,1,1.4,Hilang
G17391,2021-12-05 21:13:00,2021-12-05 21:13:00,1,20000,1122,2,1,1,1.4,Hilang
G17392,2021-12-05 21:16:00,2021-12-05 21:16:00,1,50000,1122,2,1,2,1.65,Hilang
G17393,2021-12-05 21:35:00,2021-12-05 21:35:00,1,20000,1122,2,1,1,1.4,Hilang
G17394,2021-12-05 21:52:00,2021-12-05 21:52:00,1,50000,1122,2,1,2,1.65,Hilang
G17395,2022-04-08 12:50:00,2021-12-06 02:24:00,2,150000,998,3,4,4,3.6,Tidur
G17396,2022-04-23 04:32:00,2021-12-06 03:31:00,4,80000,983,3,5,3,3.7,Kategori Lain
G17397,2021-12-06 04:25:00,2021-12-06 04:25:00,1,20000,1121,2,1,1,1.4,Hilang
G17398,2023-03-05 06:08:00,2021-12-06 04:45:00,2,120000,667,4,4,4,4.0,Tidur
G17399,2021-12-06 04:51:00,2021-12-06 04:51:00,1,20000,1121,2,1,1,1.4,Hilang
G17400,2021-12-06 06:27:00,2021-12-06 06:27:00,1,20000,1121,2,1,1,1.4,Hilang
G17401,2021-12-06 10:40:00,2021-12-06 10:40:00,1,150000,1121,2,1,4,2.15,Tidur
G17404,2021-12-06 18:57:00,2021-12-06 18:57:00,1,100000,1121,2,1,3,1.9,Tidur
G17407,2021-12-06 23:40:00,2021-12-06 23:40:00,1,20000,1121,2,1,1,1.4,Hilang
G17408,2023-07-16 05:04:00,2021-12-07 04:39:00,5,65000,534,4,5,3,4.1,Kategori Lain
G17409,2021-12-07 05:09:00,2021-12-07 05:09:00,1,20000,1120,2,1,1,1.4,Hilang
G17410,2023-07-22 05:55:00,2021-12-07 06:37:00,5,80000,528,4,5,3,4.1,Kategori Lain
G17411,2021-12-07 07:31:00,2021-12-07 07:31:00,1,100000,1120,2,1,3,1.9,Tidur
G17412,2021-12-07 09:39:00,2021-12-07 09:39:00,1,20000,1120,2,1,1,1.4,Hilang
G17413,2024-07-12 10:19:00,2021-12-07 10:24:00,14,590000,172,5,5,5,5.0,Tidur
G17414,2021-12-07 23:49:00,2021-12-07 12:17:00,2,275000,1120,2,4,5,3.45,Tidur
G17415,2021-12-07 12:40:00,2021-12-07 12:40:00,1,195000,1120,2,1,4,2.15,Tidur
G17416,2021-12-07 17:16:00,2021-12-07 17:16:00,1,50000,1120,2,1,2,1.65,Hilang
G17417,2021-12-07 17:17:00,2021-12-07 17:17:00,1,100000,1120,2,1,3,1.9,Tidur
G17418,2021-12-07 17:37:00,2021-12-07 17:37:00,1,100000,1120,2,1,3,1.9,Tidur
G17419,2021-12-07 17:41:00,2021-12-07 17:41:00,1,100000,1120,2,1,3,1.9,Tidur
G17420,2021-12-07 17:42:00,2021-12-07 17:42:00,1,100000,1120,2,1,3,1.9,Tidur
G17421,2021-12-07 17:44:00,2021-12-07 17:44:00,1,100000,1120,2,1,3,1.9,Tidur
G17423,2021-12-07 20:54:00,2021-12-07 20:54:00,1,50000,1120,2,1,2,1.65,Hilang
G17424,2022-07-22 10:37:00,2021-12-07 22:38:00,2,300000,893,3,4,5,3.85,Tidur
G17425,2022-12-01 08:35:00,2021-12-07 22:43:00,3,60000,761,3,5,3,3.7,Kategori Lain
G17426,2021-12-08 05:50:00,2021-12-08 05:50:00,1,150000,1119,2,1,4,2.15,Tidur
G17427,2022-02-08 17:04:00,2021-12-08 06:37:00,2,40000,1057,3,4,2,3.1,Kategori Lain
G17428,2024-12-21 03:04:00,2021-12-08 10:28:00,15,725000,10,5,5,5,5.0,Mulai Aktif
G17430,2021-12-08 11:25:00,2021-12-08 11:25:00,1,20000,1119,2,1,1,1.4,Hilang
G17431,2021-12-08 12:51:00,2021-12-08 12:51:00,1,100000,1119,2,1,3,1.9,Tidur
G17432,2021-12-08 15:38:00,2021-12-08 15:38:00,1,70000,1119,2,1,3,1.9,Hilang
G17434,2022-04-02 21:46:00,2021-12-08 16:22:00,2,170000,1004,3,4,4,3.6,Tidur
G17437,2021-12-08 20:09:00,2021-12-08 20:09:00,1,20000,1119,2,1,1,1.4,Hilang
G17438,2021-12-08 20:24:00,2021-12-08 20:24:00,1,50000,1119,2,1,2,1.65,Hilang
G17440,2021-12-09 02:25:00,2021-12-09 02:25:00,1,20000,1118,2,1,1,1.4,Hilang
G17442,2021-12-09 04:54:00,2021-12-09 04:54:00,1,20000,1118,2,1,1,1.4,Hilang
G17443,2022-01-06 05:03:00,2021-12-09 05:49:00,2,40000,1090,2,4,2,2.7,Kategori Lain
G17444,2023-05-12 04:52:00,2022-08-12 09:58:00,2,260000,599,4,4,5,4.25,Tidur
G17446,2021-12-09 07:56:00,2021-12-09 07:56:00,1,20000,1118,2,1,1,1.4,Hilang
G17447,2022-01-01 09:55:00,2021-12-09 07:58:00,2,70000,1095,2,4,3,2.95,Kategori Lain
G17448,2021-12-09 09:25:00,2021-12-09 09:25:00,1,50000,1118,2,1,2,1.65,Hilang
G17449,2021-12-09 09:44:00,2021-12-09 09:44:00,1,25000,1118,2,1,2,1.65,Hilang
G17451,2024-09-09 20:45:00,2023-05-19 15:07:00,6,1500000,113,5,5,5,5.0,Tidur
G17453,2021-12-09 17:31:00,2021-12-09 17:31:00,1,100000,1118,2,1,3,1.9,Tidur
G17454,2021-12-09 19:10:00,2021-12-09 19:10:00,1,20000,1118,2,1,1,1.4,Hilang
G17455,2023-11-05 20:52:00,2023-11-05 20:52:00,1,100000,422,4,1,3,2.7,Tidur
G17456,2021-12-09 19:56:00,2021-12-09 19:56:00,1,250000,1118,2,1,4,2.15,Tidur
G17457,2021-12-09 20:29:00,2021-12-09 20:29:00,1,50000,1118,2,1,2,1.65,Hilang
G17458,2022-02-03 01:08:00,2021-12-09 21:30:00,2,40000,1062,3,4,2,3.1,Kategori Lain
G17459,2021-12-09 21:56:00,2021-12-09 21:56:00,1,20593,1118,2,1,2,1.65,Hilang
G17460,2022-01-22 19:01:00,2021-12-09 22:22:00,4,80000,1074,2,5,3,3.3,Kategori Lain
G17461,2021-12-09 22:53:00,2021-12-09 22:53:00,1,20000,1118,2,1,1,1.4,Hilang
G17462,2021-12-09 22:57:00,2021-12-09 22:57:00,1,20000,1118,2,1,1,1.4,Hilang
G17464,2021-12-10 04:45:00,2021-12-10 04:45:00,1,50000,1117,2,1,2,1.65,Hilang
G17465,2023-03-19 15:12:00,2021-12-10 05:48:00,5,110000,653,4,5,4,4.35,Tidur
G17466,2021-12-10 05:58:00,2021-12-10 05:58:00,1,100000,1117,2,1,3,1.9,Tidur
G17467,2022-01-07 10:02:00,2021-12-10 06:02:00,3,150000,1089,2,5,4,3.55,Tidur
G17468,2022-09-01 09:22:00,2021-12-10 06:14:00,2,200000,852,3,4,4,3.6,Tidur
